"","test_round","subj","stim","response","emotion","correct","rt"
"2251",2,206,"img/Rafd090_08_Caucasian_female_happy_frontal.jpg",5,5,1,2.128615856
"2252",2,206,"img/Rafd090_04_Caucasian_female_happy_frontal.jpg",5,5,1,0.806506872
"2253",2,206,"img/Rafd090_10_Caucasian_male_contemptuous_frontal.jpg",5,2,0,2.307538986
"2254",2,206,"img/Rafd090_08_Caucasian_female_disgusted_frontal.jpg",2,3,0,2.297415018
"2255",2,206,"img/Rafd090_09_Caucasian_male_contemptuous_frontal.jpg",5,2,0,1.572731972
"2256",2,206,"img/Rafd090_05_Caucasian_male_happy_frontal.jpg",5,5,1,1.404637814
"2257",2,206,"img/Rafd090_09_Caucasian_male_fearful_frontal.jpg",4,4,1,3.380035877
"2258",2,206,"img/Rafd090_07_Caucasian_male_sad_frontal.jpg",6,6,1,2.462790966
"2259",2,206,"img/Rafd090_08_Caucasian_female_angry_frontal.jpg",1,1,1,0.892153978
"2260",2,206,"img/Rafd090_07_Caucasian_male_fearful_frontal.jpg",4,4,1,1.774160147
"2261",2,206,"img/Rafd090_08_Caucasian_female_fearful_frontal.jpg",4,4,1,1.482865095
"2262",2,206,"img/Rafd090_05_Caucasian_male_surprised_frontal.jpg",7,7,1,1.121361017
"2263",2,206,"img/Rafd090_14_Caucasian_female_surprised_frontal.jpg",7,7,1,1.213114977
"2264",2,206,"img/Rafd090_10_Caucasian_male_surprised_frontal.jpg",7,7,1,1.085080862
"2265",2,206,"img/Rafd090_14_Caucasian_female_contemptuous_frontal.jpg",5,2,0,1.227891922
"2266",2,206,"img/Rafd090_14_Caucasian_female_happy_frontal.jpg",5,5,1,1.332841158
"2267",2,206,"img/Rafd090_12_Caucasian_female_angry_frontal.jpg",1,1,1,18.64640284
"2268",2,206,"img/Rafd090_03_Caucasian_male_surprised_frontal.jpg",7,7,1,1.097986937
"2269",2,206,"img/Rafd090_09_Caucasian_male_sad_frontal.jpg",6,6,1,1.026224136
"2270",2,206,"img/Rafd090_05_Caucasian_male_angry_frontal.jpg",1,1,1,0.833205938
"2271",2,206,"img/Rafd090_03_Caucasian_male_contemptuous_frontal.jpg",5,2,0,1.115339041
"2272",2,206,"img/Rafd090_09_Caucasian_male_surprised_frontal.jpg",7,7,1,3.306228161
"2273",2,206,"img/Rafd090_03_Caucasian_male_sad_frontal.jpg",6,6,1,1.111655951
"2274",2,206,"img/Rafd090_14_Caucasian_female_fearful_frontal.jpg",7,4,0,2.419744015
"2275",2,206,"img/Rafd090_10_Caucasian_male_fearful_frontal.jpg",7,4,0,4.493522882
"2276",2,206,"img/Rafd090_14_Caucasian_female_angry_frontal.jpg",1,1,1,6.12562108
"2277",2,206,"img/Rafd090_09_Caucasian_male_angry_frontal.jpg",1,1,1,1.272740841
"2278",2,206,"img/Rafd090_07_Caucasian_male_contemptuous_frontal.jpg",5,2,0,1.743342876
"2279",2,206,"img/Rafd090_12_Caucasian_female_disgusted_frontal.jpg",3,3,1,2.325942039
"2280",2,206,"img/Rafd090_14_Caucasian_female_disgusted_frontal.jpg",3,3,1,4.56626606
"2281",2,206,"img/Rafd090_04_Caucasian_female_disgusted_frontal.jpg",3,3,1,3.443722963
"2282",2,206,"img/Rafd090_12_Caucasian_female_happy_frontal.jpg",5,5,1,1.741324902
"2283",2,206,"img/Rafd090_07_Caucasian_male_angry_frontal.jpg",3,1,0,15.34087992
"2284",2,206,"img/Rafd090_05_Caucasian_male_contemptuous_frontal.jpg",5,2,0,0.739211082
"2285",2,206,"img/Rafd090_07_Caucasian_male_happy_frontal.jpg",3,5,0,4.685482025
"2286",2,206,"img/Rafd090_07_Caucasian_male_disgusted_frontal.jpg",2,3,0,1.799609184
"2287",2,206,"img/Rafd090_04_Caucasian_female_surprised_frontal.jpg",7,7,1,0.709209919
"2288",2,206,"img/Rafd090_08_Caucasian_female_contemptuous_frontal.jpg",5,2,0,0.908430099
"2289",2,206,"img/Rafd090_07_Caucasian_male_surprised_frontal.jpg",7,7,1,0.826334
"2290",2,206,"img/Rafd090_10_Caucasian_male_angry_frontal.jpg",1,1,1,6.241377115
"2291",2,206,"img/Rafd090_12_Caucasian_female_surprised_frontal.jpg",7,7,1,1.210591078
"2292",2,206,"img/Rafd090_05_Caucasian_male_sad_frontal.jpg",7,6,0,2.08494401
"2293",2,206,"img/Rafd090_05_Caucasian_male_disgusted_frontal.jpg",1,3,0,1.98925519
"2294",2,206,"img/Rafd090_04_Caucasian_female_contemptuous_frontal.jpg",5,2,0,0.665192842
"2295",2,206,"img/Rafd090_02_Caucasian_female_sad_frontal.jpg",6,6,1,1.53215003
"2296",2,206,"img/Rafd090_08_Caucasian_female_surprised_frontal.jpg",7,7,1,0.885845184
"2297",2,206,"img/Rafd090_03_Caucasian_male_fearful_frontal.jpg",4,4,1,2.006565094
"2298",2,206,"img/Rafd090_12_Caucasian_female_contemptuous_frontal.jpg",7,2,0,0.690744877
"2299",2,206,"img/Rafd090_03_Caucasian_male_disgusted_frontal.jpg",5,3,0,14.36190796
"2300",2,206,"img/Rafd090_08_Caucasian_female_sad_frontal.jpg",6,6,1,2.179893017
"2301",2,206,"img/Rafd090_04_Caucasian_female_fearful_frontal.jpg",4,4,1,1.101423025
"2302",2,206,"img/Rafd090_02_Caucasian_female_angry_frontal.jpg",1,1,1,1.388514042
"2303",2,206,"img/Rafd090_03_Caucasian_male_angry_frontal.jpg",6,1,0,1.889583111
"2304",2,206,"img/Rafd090_02_Caucasian_female_happy_frontal.jpg",5,5,1,1.812504053
"2305",2,206,"img/Rafd090_14_Caucasian_female_sad_frontal.jpg",6,6,1,1.441563845
"2306",2,206,"img/Rafd090_02_Caucasian_female_disgusted_frontal.jpg",3,3,1,2.49435997
"2307",2,206,"img/Rafd090_12_Caucasian_female_sad_frontal.jpg",6,6,1,1.293473005
"2308",2,206,"img/Rafd090_02_Caucasian_female_surprised_frontal.jpg",7,7,1,0.867225885
"2309",2,206,"img/Rafd090_04_Caucasian_female_angry_frontal.jpg",2,1,0,2.196072102
"2310",2,206,"img/Rafd090_05_Caucasian_male_fearful_frontal.jpg",4,4,1,3.705598116
"2311",2,227,"img/Rafd090_02_Caucasian_female_sad_frontal.jpg",3,6,0,3.743898869
"2312",2,227,"img/Rafd090_10_Caucasian_male_angry_frontal.jpg",2,1,0,4.965894938
"2313",2,227,"img/Rafd090_12_Caucasian_female_angry_frontal.jpg",1,1,1,1.840719938
"2314",2,227,"img/Rafd090_03_Caucasian_male_surprised_frontal.jpg",7,7,1,2.611652851
"2315",2,227,"img/Rafd090_09_Caucasian_male_happy_frontal.jpg",5,5,1,2.050644875
"2316",2,227,"img/Rafd090_08_Caucasian_female_contemptuous_frontal.jpg",6,2,0,3.598923922
"2317",2,227,"img/Rafd090_03_Caucasian_male_contemptuous_frontal.jpg",6,2,0,1.457715034
"2318",2,227,"img/Rafd090_14_Caucasian_female_fearful_frontal.jpg",1,4,0,2.995184898
"2319",2,227,"img/Rafd090_10_Caucasian_male_contemptuous_frontal.jpg",6,2,0,1.236809969
"2320",2,227,"img/Rafd090_12_Caucasian_female_fearful_frontal.jpg",4,4,1,1.838795185
"2321",2,227,"img/Rafd090_04_Caucasian_female_angry_frontal.jpg",1,1,1,1.249582052
"2322",2,227,"img/Rafd090_10_Caucasian_male_disgusted_frontal.jpg",3,3,1,1.548087835
"2323",2,227,"img/Rafd090_05_Caucasian_male_happy_frontal.jpg",5,5,1,1.282295942
"2324",2,227,"img/Rafd090_05_Caucasian_male_angry_frontal.jpg",1,1,1,0.522464991
"2325",2,227,"img/Rafd090_12_Caucasian_female_contemptuous_frontal.jpg",6,2,0,6.918179035
"2326",2,227,"img/Rafd090_04_Caucasian_female_happy_frontal.jpg",5,5,1,2.272555113
"2327",2,227,"img/Rafd090_09_Caucasian_male_angry_frontal.jpg",1,1,1,0.621814966
"2328",2,227,"img/Rafd090_03_Caucasian_male_happy_frontal.jpg",5,5,1,1.205495119
"2329",2,227,"img/Rafd090_14_Caucasian_female_disgusted_frontal.jpg",3,3,1,1.784476042
"2330",2,227,"img/Rafd090_09_Caucasian_male_disgusted_frontal.jpg",3,3,1,1.454324007
"2331",2,227,"img/Rafd090_12_Caucasian_female_happy_frontal.jpg",5,5,1,1.944184065
"2332",2,227,"img/Rafd090_14_Caucasian_female_surprised_frontal.jpg",7,7,1,1.264112949
"2333",2,227,"img/Rafd090_08_Caucasian_female_fearful_frontal.jpg",7,4,0,2.864724159
"2334",2,227,"img/Rafd090_10_Caucasian_male_fearful_frontal.jpg",1,4,0,3.887110949
"2335",2,227,"img/Rafd090_09_Caucasian_male_surprised_frontal.jpg",7,7,1,0.775770903
"2336",2,227,"img/Rafd090_05_Caucasian_male_sad_frontal.jpg",6,6,1,1.514089108
"2337",2,227,"img/Rafd090_14_Caucasian_female_sad_frontal.jpg",4,6,0,4.145586014
"2338",2,227,"img/Rafd090_03_Caucasian_male_disgusted_frontal.jpg",3,3,1,1.376461983
"2339",2,227,"img/Rafd090_07_Caucasian_male_happy_frontal.jpg",5,5,1,1.140084028
"2340",2,227,"img/Rafd090_04_Caucasian_female_disgusted_frontal.jpg",3,3,1,1.033190966
"2341",2,227,"img/Rafd090_05_Caucasian_male_fearful_frontal.jpg",7,4,0,1.770316839
"2342",2,227,"img/Rafd090_09_Caucasian_male_sad_frontal.jpg",6,6,1,1.112152815
"2343",2,227,"img/Rafd090_07_Caucasian_male_fearful_frontal.jpg",4,4,1,1.765570879
"2344",2,227,"img/Rafd090_10_Caucasian_male_surprised_frontal.jpg",7,7,1,2.572144032
"2345",2,227,"img/Rafd090_02_Caucasian_female_angry_frontal.jpg",1,1,1,2.796828985
"2346",2,227,"img/Rafd090_02_Caucasian_female_fearful_frontal.jpg",4,4,1,3.765956879
"2347",2,227,"img/Rafd090_10_Caucasian_male_sad_frontal.jpg",6,6,1,0.971500874
"2348",2,227,"img/Rafd090_02_Caucasian_female_happy_frontal.jpg",5,5,1,1.118772984
"2349",2,227,"img/Rafd090_04_Caucasian_female_fearful_frontal.jpg",4,4,1,1.228340149
"2350",2,227,"img/Rafd090_08_Caucasian_female_disgusted_frontal.jpg",3,3,1,3.718091965
"2351",2,227,"img/Rafd090_07_Caucasian_male_angry_frontal.jpg",1,1,1,0.845403194
"2352",2,227,"img/Rafd090_12_Caucasian_female_disgusted_frontal.jpg",3,3,1,3.900985003
"2353",2,227,"img/Rafd090_08_Caucasian_female_sad_frontal.jpg",2,6,0,3.125463963
"2354",2,227,"img/Rafd090_08_Caucasian_female_surprised_frontal.jpg",7,7,1,0.858393908
"2355",2,227,"img/Rafd090_08_Caucasian_female_happy_frontal.jpg",5,5,1,1.800808907
"2356",2,227,"img/Rafd090_10_Caucasian_male_happy_frontal.jpg",5,5,1,0.574322939
"2357",2,227,"img/Rafd090_09_Caucasian_male_fearful_frontal.jpg",7,4,0,0.91186595
"2358",2,227,"img/Rafd090_14_Caucasian_female_angry_frontal.jpg",1,1,1,0.822998047
"2359",2,227,"img/Rafd090_05_Caucasian_male_contemptuous_frontal.jpg",6,2,0,1.857809782
"2360",2,227,"img/Rafd090_02_Caucasian_female_surprised_frontal.jpg",7,7,1,0.789890051
"2361",2,227,"img/Rafd090_07_Caucasian_male_disgusted_frontal.jpg",3,3,1,0.383466959
"2362",2,227,"img/Rafd090_04_Caucasian_female_surprised_frontal.jpg",7,7,1,0.344333172
"2363",2,227,"img/Rafd090_07_Caucasian_male_contemptuous_frontal.jpg",6,2,0,0.666123867
"2364",2,227,"img/Rafd090_07_Caucasian_male_surprised_frontal.jpg",7,7,1,0.160465956
"2365",2,227,"img/Rafd090_07_Caucasian_male_sad_frontal.jpg",6,6,1,3.137085915
"2366",2,227,"img/Rafd090_04_Caucasian_female_sad_frontal.jpg",6,6,1,0.949479103
"2367",2,227,"img/Rafd090_04_Caucasian_female_contemptuous_frontal.jpg",4,2,0,3.017738104
"2368",2,227,"img/Rafd090_03_Caucasian_male_sad_frontal.jpg",6,6,1,0.37846303
"2369",2,227,"img/Rafd090_08_Caucasian_female_angry_frontal.jpg",1,1,1,0.291136026
"2370",2,227,"img/Rafd090_09_Caucasian_male_contemptuous_frontal.jpg",6,2,0,2.991256952
"2371",2,227,"img/Rafd090_05_Caucasian_male_surprised_frontal.jpg",7,7,1,0.233108997
"2372",2,227,"img/Rafd090_12_Caucasian_female_surprised_frontal.jpg",7,7,1,0.039095163
"2373",2,227,"img/Rafd090_12_Caucasian_female_sad_frontal.jpg",6,6,1,2.233000994
"2374",2,227,"img/Rafd090_14_Caucasian_female_contemptuous_frontal.jpg",2,2,1,2.158898115
"2375",2,227,"img/Rafd090_14_Caucasian_female_happy_frontal.jpg",5,5,1,0.541862965
"2376",2,227,"img/Rafd090_02_Caucasian_female_disgusted_frontal.jpg",3,3,1,0.832618952
"2377",2,227,"img/Rafd090_02_Caucasian_female_contemptuous_frontal.jpg",2,2,1,2.600862026
"2378",2,227,"img/Rafd090_03_Caucasian_male_angry_frontal.jpg",1,1,1,0.599912882
"2379",2,227,"img/Rafd090_05_Caucasian_male_disgusted_frontal.jpg",3,3,1,1.480149031
"2380",2,227,"img/Rafd090_03_Caucasian_male_fearful_frontal.jpg",4,4,1,0.537060022
"2381",2,243,"img\Rafd090_05_Caucasian_male_fearful_frontal.jpg",7,4,0,11.18695732
"2382",2,243,"img\Rafd090_02_Caucasian_female_surprised_frontal.jpg",7,7,1,4.848110362
"2383",2,243,"img\Rafd090_05_Caucasian_male_disgusted_frontal.jpg",2,3,0,16.17036372
"2384",2,243,"img\Rafd090_03_Caucasian_male_contemptuous_frontal.jpg",2,2,1,3.576669485
"2385",2,243,"img\Rafd090_02_Caucasian_female_angry_frontal.jpg",1,1,1,2.918517295
"2386",2,243,"img\Rafd090_02_Caucasian_female_contemptuous_frontal.jpg",2,2,1,3.390346776
"2387",2,243,"img\Rafd090_14_Caucasian_female_angry_frontal.jpg",1,1,1,1.275513566
"2388",2,243,"img\Rafd090_04_Caucasian_female_sad_frontal.jpg",6,6,1,1.765396705
"2389",2,243,"img\Rafd090_14_Caucasian_female_contemptuous_frontal.jpg",2,2,1,7.875187116
"2390",2,243,"img\Rafd090_03_Caucasian_male_sad_frontal.jpg",6,6,1,1.556970513
"2391",2,243,"img\Rafd090_12_Caucasian_female_surprised_frontal.jpg",7,7,1,4.63563108
"2392",2,243,"img\Rafd090_07_Caucasian_male_fearful_frontal.jpg",4,4,1,7.638593672
"2393",2,243,"img\Rafd090_12_Caucasian_female_happy_frontal.jpg",5,5,1,1.954379167
"2394",2,243,"img\Rafd090_02_Caucasian_female_disgusted_frontal.jpg",3,3,1,1.921562012
"2395",2,243,"img\Rafd090_05_Caucasian_male_sad_frontal.jpg",6,6,1,1.177443333
"2396",2,243,"img\Rafd090_03_Caucasian_male_happy_frontal.jpg",5,5,1,1.422646912
"2397",2,243,"img\Rafd090_02_Caucasian_female_happy_frontal.jpg",5,5,1,1.586542302
"2398",2,243,"img\Rafd090_14_Caucasian_female_fearful_frontal.jpg",4,4,1,1.679691525
"2399",2,243,"img\Rafd090_14_Caucasian_female_surprised_frontal.jpg",7,7,1,1.137058481
"2400",2,243,"img\Rafd090_07_Caucasian_male_angry_frontal.jpg",1,1,1,2.944308035
"2401",2,243,"img\Rafd090_04_Caucasian_female_happy_frontal.jpg",5,5,1,1.678656554
"2402",2,243,"img\Rafd090_12_Caucasian_female_fearful_frontal.jpg",4,4,1,2.759865351
"2403",2,243,"img\Rafd090_09_Caucasian_male_happy_frontal.jpg",5,5,1,1.286366759
"2404",2,243,"img\Rafd090_08_Caucasian_female_angry_frontal.jpg",1,1,1,1.071577224
"2405",2,243,"img\Rafd090_10_Caucasian_male_angry_frontal.jpg",1,1,1,1.017471312
"2406",2,243,"img\Rafd090_05_Caucasian_male_surprised_frontal.jpg",7,7,1,1.238023645
"2407",2,243,"img\Rafd090_05_Caucasian_male_happy_frontal.jpg",5,5,1,1.561229851
"2408",2,243,"img\Rafd090_05_Caucasian_male_angry_frontal.jpg",1,1,1,0.967254705
"2409",2,243,"img\Rafd090_09_Caucasian_male_surprised_frontal.jpg",7,7,1,1.101006227
"2410",2,243,"img\Rafd090_07_Caucasian_male_happy_frontal.jpg",5,5,1,1.421666069
"2411",2,243,"img\Rafd090_04_Caucasian_female_contemptuous_frontal.jpg",2,2,1,1.297425732
"2412",2,243,"img\Rafd090_05_Caucasian_male_contemptuous_frontal.jpg",2,2,1,1.258097315
"2413",2,243,"img\Rafd090_14_Caucasian_female_disgusted_frontal.jpg",3,3,1,4.469273318
"2414",2,243,"img\Rafd090_07_Caucasian_male_surprised_frontal.jpg",7,7,1,1.255004536
"2415",2,243,"img\Rafd090_08_Caucasian_female_happy_frontal.jpg",5,5,1,1.385543822
"2416",2,243,"img\Rafd090_04_Caucasian_female_angry_frontal.jpg",1,1,1,1.430754493
"2417",2,243,"img\Rafd090_08_Caucasian_female_disgusted_frontal.jpg",3,3,1,1.40197783
"2418",2,243,"img\Rafd090_08_Caucasian_female_fearful_frontal.jpg",1,4,0,2.454639543
"2419",2,243,"img\Rafd090_07_Caucasian_male_contemptuous_frontal.jpg",2,2,1,4.537006966
"2420",2,243,"img\Rafd090_08_Caucasian_female_surprised_frontal.jpg",7,7,1,1.240157047
"2421",2,243,"img\Rafd090_02_Caucasian_female_sad_frontal.jpg",6,6,1,12.77127569
"2422",2,243,"img\Rafd090_14_Caucasian_female_happy_frontal.jpg",5,5,1,3.456962394
"2423",2,243,"img\Rafd090_09_Caucasian_male_angry_frontal.jpg",1,1,1,1.779600253
"2424",2,243,"img\Rafd090_12_Caucasian_female_angry_frontal.jpg",1,1,1,8.752614957
"2425",2,243,"img\Rafd090_03_Caucasian_male_fearful_frontal.jpg",4,4,1,1.735169776
"2426",2,243,"img\Rafd090_08_Caucasian_female_sad_frontal.jpg",2,6,0,3.046215778
"2427",2,243,"img\Rafd090_10_Caucasian_male_happy_frontal.jpg",5,5,1,1.392861876
"2428",2,243,"img\Rafd090_09_Caucasian_male_disgusted_frontal.jpg",1,3,0,10.19785391
"2429",2,243,"img\Rafd090_10_Caucasian_male_surprised_frontal.jpg",7,7,1,1.77039844
"2430",2,243,"img\Rafd090_09_Caucasian_male_sad_frontal.jpg",6,6,1,1.448164677
"2431",2,243,"img\Rafd090_10_Caucasian_male_sad_frontal.jpg",6,6,1,1.226708961
"2432",2,243,"img\Rafd090_12_Caucasian_female_sad_frontal.jpg",2,6,0,4.222542948
"2433",2,243,"img\Rafd090_14_Caucasian_female_sad_frontal.jpg",6,6,1,7.210342147
"2434",2,243,"img\Rafd090_09_Caucasian_male_contemptuous_frontal.jpg",2,2,1,1.126805832
"2435",2,243,"img\Rafd090_02_Caucasian_female_fearful_frontal.jpg",4,4,1,5.622646818
"2436",2,243,"img\Rafd090_10_Caucasian_male_contemptuous_frontal.jpg",2,2,1,1.114593366
"2437",2,243,"img\Rafd090_03_Caucasian_male_disgusted_frontal.jpg",1,3,0,1.538320044
"2438",2,243,"img\Rafd090_12_Caucasian_female_contemptuous_frontal.jpg",2,2,1,0.865569075
"2439",2,243,"img\Rafd090_04_Caucasian_female_surprised_frontal.jpg",7,7,1,1.027433721
"2440",2,243,"img\Rafd090_12_Caucasian_female_disgusted_frontal.jpg",3,3,1,2.662777361
"2441",2,243,"img\Rafd090_10_Caucasian_male_disgusted_frontal.jpg",3,3,1,2.025271855
"2442",2,243,"img\Rafd090_03_Caucasian_male_angry_frontal.jpg",2,1,0,15.6210225
"2443",2,243,"img\Rafd090_10_Caucasian_male_fearful_frontal.jpg",4,4,1,4.336479775
"2444",2,243,"img\Rafd090_07_Caucasian_male_sad_frontal.jpg",6,6,1,3.35125727
"2445",2,243,"img\Rafd090_03_Caucasian_male_surprised_frontal.jpg",7,7,1,4.358160029
"2446",2,243,"img\Rafd090_09_Caucasian_male_fearful_frontal.jpg",4,4,1,1.658067265
"2447",2,243,"img\Rafd090_04_Caucasian_female_fearful_frontal.jpg",4,4,1,4.709835394
"2448",2,243,"img\Rafd090_04_Caucasian_female_disgusted_frontal.jpg",3,3,1,3.389563315
"2449",2,243,"img\Rafd090_08_Caucasian_female_contemptuous_frontal.jpg",2,2,1,1.210817636
"2450",2,243,"img\Rafd090_07_Caucasian_male_disgusted_frontal.jpg",1,3,0,2.742662348
"2451",2,284,"img/Rafd090_02_Caucasian_female_surprised_frontal.jpg",7,7,1,2.129157066
"2452",2,284,"img/Rafd090_04_Caucasian_female_happy_frontal.jpg",5,5,1,1.453976154
"2453",2,284,"img/Rafd090_02_Caucasian_female_happy_frontal.jpg",5,5,1,1.247781038
"2454",2,284,"img/Rafd090_08_Caucasian_female_happy_frontal.jpg",5,5,1,0.742954969
"2455",2,284,"img/Rafd090_08_Caucasian_female_surprised_frontal.jpg",7,7,1,0.881775141
"2456",2,284,"img/Rafd090_07_Caucasian_male_disgusted_frontal.jpg",3,3,1,2.447571993
"2457",2,284,"img/Rafd090_10_Caucasian_male_happy_frontal.jpg",5,5,1,1.18032217
"2458",2,284,"img/Rafd090_05_Caucasian_male_sad_frontal.jpg",7,6,0,3.452878952
"2459",2,284,"img/Rafd090_12_Caucasian_female_angry_frontal.jpg",1,1,1,2.019706011
"2460",2,284,"img/Rafd090_12_Caucasian_female_contemptuous_frontal.jpg",2,2,1,2.128115892
"2461",2,284,"img/Rafd090_10_Caucasian_male_fearful_frontal.jpg",2,4,0,8.096513987
"2462",2,284,"img/Rafd090_05_Caucasian_male_surprised_frontal.jpg",7,7,1,0.415521145
"2463",2,284,"img/Rafd090_09_Caucasian_male_happy_frontal.jpg",5,5,1,0.990339041
"2464",2,284,"img/Rafd090_08_Caucasian_female_fearful_frontal.jpg",7,4,0,4.432086945
"2465",2,284,"img/Rafd090_07_Caucasian_male_sad_frontal.jpg",6,6,1,4.044706821
"2466",2,284,"img/Rafd090_04_Caucasian_female_sad_frontal.jpg",6,6,1,1.222984076
"2467",2,284,"img/Rafd090_08_Caucasian_female_contemptuous_frontal.jpg",6,2,0,2.512225151
"2468",2,284,"img/Rafd090_14_Caucasian_female_angry_frontal.jpg",1,1,1,1.521558046
"2469",2,284,"img/Rafd090_02_Caucasian_female_angry_frontal.jpg",1,1,1,0.528079987
"2470",2,284,"img/Rafd090_12_Caucasian_female_disgusted_frontal.jpg",3,3,1,2.714720011
"2471",2,284,"img/Rafd090_05_Caucasian_male_angry_frontal.jpg",1,1,1,0.718174934
"2472",2,284,"img/Rafd090_12_Caucasian_female_sad_frontal.jpg",6,6,1,2.250839949
"2473",2,284,"img/Rafd090_04_Caucasian_female_angry_frontal.jpg",1,1,1,3.02302289
"2474",2,284,"img/Rafd090_03_Caucasian_male_fearful_frontal.jpg",4,4,1,2.24522686
"2475",2,284,"img/Rafd090_07_Caucasian_male_angry_frontal.jpg",1,1,1,0.849615812
"2476",2,284,"img/Rafd090_03_Caucasian_male_disgusted_frontal.jpg",2,3,0,1.840703964
"2477",2,284,"img/Rafd090_07_Caucasian_male_fearful_frontal.jpg",4,4,1,3.003789186
"2478",2,284,"img/Rafd090_04_Caucasian_female_fearful_frontal.jpg",4,4,1,1.972110987
"2479",2,284,"img/Rafd090_09_Caucasian_male_surprised_frontal.jpg",7,7,1,0.490334988
"2480",2,284,"img/Rafd090_07_Caucasian_male_contemptuous_frontal.jpg",2,2,1,5.52669096
"2481",2,284,"img/Rafd090_10_Caucasian_male_angry_frontal.jpg",2,1,0,2.58780098
"2482",2,284,"img/Rafd090_12_Caucasian_female_surprised_frontal.jpg",7,7,1,1.987426043
"2483",2,284,"img/Rafd090_04_Caucasian_female_surprised_frontal.jpg",7,7,1,0.632908821
"2484",2,284,"img/Rafd090_09_Caucasian_male_disgusted_frontal.jpg",3,3,1,3.903311014
"2485",2,284,"img/Rafd090_03_Caucasian_male_happy_frontal.jpg",5,5,1,1.61521697
"2486",2,284,"img/Rafd090_14_Caucasian_female_fearful_frontal.jpg",4,4,1,6.131201029
"2487",2,284,"img/Rafd090_02_Caucasian_female_disgusted_frontal.jpg",3,3,1,2.297247171
"2488",2,284,"img/Rafd090_14_Caucasian_female_sad_frontal.jpg",7,6,0,10.32371497
"2489",2,284,"img/Rafd090_14_Caucasian_female_contemptuous_frontal.jpg",2,2,1,2.872961044
"2490",2,284,"img/Rafd090_10_Caucasian_male_sad_frontal.jpg",6,6,1,1.366306067
"2491",2,284,"img/Rafd090_08_Caucasian_female_sad_frontal.jpg",6,6,1,1.320370913
"2492",2,284,"img/Rafd090_12_Caucasian_female_happy_frontal.jpg",5,5,1,1.805919886
"2493",2,284,"img/Rafd090_08_Caucasian_female_angry_frontal.jpg",1,1,1,3.353198051
"2494",2,284,"img/Rafd090_02_Caucasian_female_sad_frontal.jpg",6,6,1,1.197266102
"2495",2,284,"img/Rafd090_05_Caucasian_male_happy_frontal.jpg",5,5,1,1.601684093
"2496",2,284,"img/Rafd090_12_Caucasian_female_fearful_frontal.jpg",4,4,1,1.213484049
"2497",2,284,"img/Rafd090_05_Caucasian_male_contemptuous_frontal.jpg",2,2,1,4.623459101
"2498",2,284,"img/Rafd090_02_Caucasian_female_fearful_frontal.jpg",3,4,0,1.780459881
"2499",2,284,"img/Rafd090_09_Caucasian_male_angry_frontal.jpg",2,1,0,1.449911118
"2500",2,284,"img/Rafd090_09_Caucasian_male_contemptuous_frontal.jpg",2,2,1,2.411355019
"2501",2,284,"img/Rafd090_10_Caucasian_male_disgusted_frontal.jpg",3,3,1,1.105613947
"2502",2,284,"img/Rafd090_09_Caucasian_male_sad_frontal.jpg",7,6,0,4.591856003
"2503",2,284,"img/Rafd090_10_Caucasian_male_surprised_frontal.jpg",7,7,1,0.606813192
"2504",2,284,"img/Rafd090_07_Caucasian_male_happy_frontal.jpg",5,5,1,5.118982077
"2505",2,284,"img/Rafd090_05_Caucasian_male_fearful_frontal.jpg",7,4,0,1.683285952
"2506",2,284,"img/Rafd090_08_Caucasian_female_disgusted_frontal.jpg",3,3,1,1.948953867
"2507",2,284,"img/Rafd090_05_Caucasian_male_disgusted_frontal.jpg",2,3,0,4.300040007
"2508",2,284,"img/Rafd090_04_Caucasian_female_contemptuous_frontal.jpg",2,2,1,0.885421038
"2509",2,284,"img/Rafd090_03_Caucasian_male_surprised_frontal.jpg",7,7,1,1.323988914
"2510",2,284,"img/Rafd090_14_Caucasian_female_happy_frontal.jpg",5,5,1,1.962095976
"2511",2,284,"img/Rafd090_03_Caucasian_male_angry_frontal.jpg",7,1,0,4.17794013
"2512",2,284,"img/Rafd090_07_Caucasian_male_surprised_frontal.jpg",7,7,1,1.343089104
"2513",2,284,"img/Rafd090_03_Caucasian_male_contemptuous_frontal.jpg",5,2,0,1.668046951
"2514",2,284,"img/Rafd090_14_Caucasian_female_surprised_frontal.jpg",7,7,1,0.54957819
"2515",2,284,"img/Rafd090_03_Caucasian_male_sad_frontal.jpg",6,6,1,1.071718931
"2516",2,284,"img/Rafd090_02_Caucasian_female_contemptuous_frontal.jpg",2,2,1,1.134357929
"2517",2,284,"img/Rafd090_04_Caucasian_female_disgusted_frontal.jpg",2,3,0,1.299178123
"2518",2,284,"img/Rafd090_10_Caucasian_male_contemptuous_frontal.jpg",2,2,1,1.401486158
"2519",2,284,"img/Rafd090_09_Caucasian_male_fearful_frontal.jpg",7,4,0,3.42948103
"2520",2,284,"img/Rafd090_14_Caucasian_female_disgusted_frontal.jpg",2,3,0,1.302680016
"2521",2,440,"img/Rafd090_12_Caucasian_female_disgusted_frontal.jpg",3,3,1,1.722398043
"2522",2,440,"img/Rafd090_10_Caucasian_male_fearful_frontal.jpg",7,4,0,1.821979046
"2523",2,440,"img/Rafd090_02_Caucasian_female_contemptuous_frontal.jpg",6,2,0,0.723821163
